id,lon,lat
105019026,-74.173742,40.950711
103131703,-74.12134,40.883691
103308023,-74.121707,40.884528
42859317,-73.847645,40.651473
42896286,-73.846688,40.651608
42911248,-73.872272,40.720526
103137950,-73.949375,40.967295
103114331,-73.948454,40.968383
42762969,-73.850679,40.807797
42737308,-73.8511636,40.8099161
42445936,-73.9737663,40.7603636
596775919,-73.9722305,40.759717
42810019,-73.923069,40.557903
42851610,-73.922758,40.558906
42807818,-73.913542,40.753469
42919829,-73.91257,40.753304
42763104,-73.9016191,40.9051264
105106070,-74.184849,40.961941
105017081,-74.184611,40.961307
42957587,-74.091832,40.577731
42995513,-74.092437,40.578021
103239391,-74.01811,40.871912
103115270,-74.0172414,40.8739158
261390249,-73.717018,40.678978
261390246,-73.715472,40.678575
261340437,-73.713175,40.769314
261361550,-73.7152928,40.76783
103874363,-74.027936,40.76256
103878340,-74.027338,40.7623167
43009326,-74.161491,40.533171
42964439,-74.160924,40.532673
42807815,-73.911958,40.755396
42919826,-73.9115433,40.7545797
42811352,-73.8641047,40.7657434
42810174,-73.8648593,40.7652901
103283954,-73.980134,40.949903
103306654,-73.980207,40.950725
103238176,-74.002511,40.914708
103152900,-74.002283,40.914024
103137207,-73.96685,40.845467
103137205,-73.967079,40.844915
103133969,-74.037366,40.843008
103237577,-74.037074,40.842463
42807431,-73.7636003,40.7192805
42931686,-73.762403,40.719809
103238513,-74.000977,40.851158
103142417,-74.000391,40.852061
42467250,-74.0052601,40.6000906
42467247,-74.004354,40.601022
298016158,-74.0995693,40.8222479
768581614,-74.1007685,40.8215974
42859729,-73.741016,40.72178
42883286,-73.74025,40.721064
42445930,-73.9746829,40.7591101
596775914,-73.9731439,40.7584614
103137202,-73.967237,40.8442
261489195,-73.707189,40.708039
261468532,-73.706487,40.708628
42811312,-73.793493,40.772568
42811311,-73.7948316,40.7724069
42860464,-73.76767,40.756907
42860461,-73.768707,40.756658
1909423826,-74.0121346,40.5766853
103134436,-73.981189,40.883942
103223010,-73.979366,40.882917
103236773,-74.010961,40.924087
103196286,-74.008379,40.924153
42858676,-73.752604,40.702055
42915872,-73.751994,40.700704
2757013603,-73.8553564,40.7026245
42899705,-73.856145,40.702686
42915871,-73.753209,40.703404
254200385,-73.7800626,40.8983111
254637885,-73.7808745,40.8973149
254803863,-73.835,40.951481
254804418,-73.835544,40.950296
295272412,-74.0462009,40.7786294
295271295,-74.0455228,40.77718
103133902,-73.990656,40.818279
103239538,-73.992556,40.819285
42467244,-74.003067,40.60226
103676835,-74.196078,40.819812
103710093,-74.197031,40.817511
103134434,-73.980749,40.884612
103223009,-73.979189,40.883716
103137196,-73.967756,40.843415
42445928,-73.975591,40.75786
596775870,-73.9740539,40.7572106
103236755,-74.085007,40.888276
103196775,-74.084184,40.885937
42466853,-73.937942,40.726239
42479405,-73.93701,40.726327
42479403,-73.938876,40.726151
43009534,-74.15758,40.533756
42957772,-74.160257,40.535267
2903081733,-74.1241648,40.7502786
103880259,-74.122334,40.7500177
42811345,-73.8656,40.7648823
1909423719,-74.0103969,40.5765336
254558118,-73.898545,40.92679
254558108,-73.898382,40.927845
42958607,-74.085875,40.59589
42963635,-74.084914,40.595692
42445926,-73.976504,40.756606
596775882,-73.9749659,40.7559569
42465503,-74.016167,40.639483
42521217,-74.0183282,40.6407932
42811373,-73.804179,40.772771
42809286,-73.801379,40.772548
42467242,-74.001846,40.603431
42763117,-73.897036,40.905007
42732353,-73.896435,40.905093
43008497,-74.132311,40.610258
42989875,-74.131106,40.610337
42879721,-73.8128298,40.7188114
2700927461,-73.8138033,40.7186619
42811307,-73.817461,40.773781
42811305,-73.819652,40.773781
261438935,-73.701382,40.684107
261453552,-73.701679,40.684775
42909611,-73.857211,40.679486
42909599,-73.85757,40.680201
42516016,-73.903355,40.677112
597748771,-73.9034596,40.6759793
2318552296,-73.9320341,40.5841793
42509824,-73.9318871,40.5832377
455884707,-73.832422,40.6656576
42467240,-73.999718,40.605482
42860457,-73.770231,40.756285
42860452,-73.771454,40.75595
42811301,-73.821866,40.773778
42516014,-73.90426,40.677159
597748777,-73.9043568,40.6760549
1363509178,-73.794165,40.9221264
1363509043,-73.7938987,40.9212072
374472690,-73.9321728,40.866448
374470398,-73.9311725,40.8681238
103137193,-73.968072,40.843123
42466431,-73.9656,40.691871
42492312,-73.961899,40.6923
42879717,-73.8151028,40.7181871
2700927459,-73.8162084,40.7179934
105054122,-74.164898,40.868175
105054120,-74.165838,40.867353
43009528,-74.161796,40.536948
103134412,-73.992108,40.958027
103223468,-73.992511,40.957179
103874371,-74.026345,40.765237
103877677,-74.0253174,40.7649875
42859873,-73.760137,40.676609
42878478,-73.758787,40.677415
42810001,-73.920618,40.557458
42851646,-73.920293,40.558509
105135288,-74.162163,40.865976
2669976020,-74.1613503,40.8669026
1363509175,-73.7955752,40.9209549
1363509066,-73.7967713,40.9208075
254753033,-73.850475,40.998976
254806972,-73.850996,40.997025
42862859,-73.747675,40.721432
42785876,-73.747195,40.720662
43007661,-74.086334,40.587185
43015602,-74.085897,40.587774
103874473,-74.059754,40.701577
103874471,-74.060753,40.700536
42811299,-73.824677,40.773774
1354779139,-73.8001175,40.9139929
254213634,-73.7995534,40.9139922
254214046,-73.876627,40.9104017
254214049,-73.8761011,40.9109827
276065579,-73.8887206,40.7688577
42909624,-73.8883984,40.7670687
206585788,-74.1054715,40.6913315
206585791,-74.1047325,40.691082
42465495,-74.014397,40.641186
42521213,-74.0165598,40.6424941
42860446,-73.772634,40.755631
455884701,-73.8377294,40.666913
43008588,-74.0650101,40.5926176
42986818,-74.0644221,40.5921268
43008696,-74.146402,40.536372
42983450,-74.145897,40.536781
42516387,-73.933721,40.670734
42516389,-73.933798,40.669891
42720018,-73.889372,40.873382
2024828308,-73.8885936,40.8728394
42467235,-73.968871,40.644697
42467231,-73.970317,40.644538
42958818,-74.152352,40.590937
42956781,-74.152209,40.58956
1357365174,-73.7833987,40.9022059
1357365108,-73.7840258,40.9028221
598227835,-74.0027679,40.6776401
42516555,-74.0028936,40.6769186
42862856,-73.748386,40.721017
42785871,-73.74803,40.720404
42516007,-73.905137,40.677208
597748783,-73.9052315,40.6761128
103103505,-74.0636397,40.8731319
300789307,-74.0637768,40.8713615
42958301,-74.151777,40.627999
42972790,-74.1481461,40.6274128
42958623,-74.142497,40.558789
42962786,-74.141794,40.55834
440205220,-73.9766627,40.9415447
440205217,-73.9772518,40.9411929
103237348,-74.122343,40.818245
103177972,-74.121272,40.817616
42516953,-73.967445,40.590851
42498753,-73.966519,40.590953
103183715,-73.987768,40.93247
103267725,-73.987047,40.932502
766750089,-74.041319,40.8545071
103150383,-74.0407818,40.8543883
1363509169,-73.7957916,40.9168942
1363509058,-73.7960973,40.9175807
105054115,-74.188989,40.958898
105054114,-74.190562,40.958703
254671028,-73.902358,40.913377
254203217,-73.902184,40.914387
103186585,-73.95145,40.956346
103178734,-73.950522,40.957356
103874467,-74.0370781,40.7182484
103874465,-74.0354843,40.7180835
254200372,-73.7823087,40.9003578
254637767,-73.7833849,40.8997791
42467230,-73.971799,40.644376
103290023,-74.051226,40.940779
103117858,-74.051216,40.941983
103286279,-74.024919,40.974058
103233921,-74.027366,40.974347
103727010,-74.156858,40.807029
103727009,-74.156364,40.806968
254215137,-73.74526,40.942993
254180018,-73.744405,40.942753
42860442,-73.773558,40.755378
103136291,-74.108067,40.996499
103164924,-74.1092702,40.9970715
42859593,-73.7347,40.708668
42886866,-73.732921,40.708215
42516094,-73.978015,40.659257
42525293,-73.978514,40.658656
455592912,-73.7960152,40.6664493
455492772,-73.8004022,40.6663105
42860924,-73.756811,40.720538
42845597,-73.755566,40.718867
103727462,-74.193319,40.838074
103712964,-74.194301,40.838259
105054174,-74.188051,40.943475
105052193,-74.187551,40.941794
103236374,-74.039503,40.849804
103208060,-74.03839,40.849839
105052191,-74.186741,40.941735
105113656,-74.186826,40.94105
42506832,-73.960138,40.705898
598033029,-73.9585656,40.70677
42808114,-73.741204,40.76179
42909824,-73.74081,40.761158
42808848,-73.810356,40.711138
42887064,-73.810246,40.710252
254253155,-73.820557,40.970163
254574269,-73.81958,40.970005
103778526,-74.150808,40.808328
103702816,-74.150349,40.809864
42516949,-73.967849,40.592971
42498750,-73.966924,40.593074
42902886,-73.883114,40.739639
2089938020,-73.8844846,40.7383125
2089938015,-73.8855735,40.7381387
103236373,-74.039091,40.851032
103208056,-74.038457,40.850814
42809649,-73.873242,40.727912
42862217,-73.872565,40.727379
103273484,-73.97246,40.912158
765805783,-73.9718042,40.912817
103776477,-74.199894,40.845817
103766307,-74.2011894,40.8462511
254671024,-73.901301,40.913361
254203202,-73.901216,40.914082
42809159,-73.8303992,40.6598673
42877384,-73.8313581,40.6597259
254215134,-73.743735,40.943944
254180015,-73.743059,40.943498
103137183,-73.969603,40.840956
103137179,-73.969912,40.840291
254214036,-73.867315,40.920234
254214034,-73.867845,40.919959
1363509161,-73.7796472,40.9240563
1363509128,-73.7815749,40.9240193
254563549,-73.771208,40.92068
1365356100,-73.7719832,40.9217327
105054171,-74.187159,40.943569
42860921,-73.757514,40.720035
42845593,-73.756382,40.718516
42860437,-73.774478,40.755131
42811290,-73.789442,40.773904
42811285,-73.7902888,40.7736628
103286140,-73.99883,40.930823
103238073,-73.998755,40.931537
105054042,-74.142345,40.906745
105056172,-74.141424,40.906634
103874656,-74.0599307,40.7292639
103868425,-74.060673,40.728375
103874225,-74.045788,40.734214
103881778,-74.045893,40.733518
42958264,-74.08931,40.612006
42973657,-74.089327,40.612768
42516946,-73.968185,40.594744
42498748,-73.967221,40.594652
158846148,-73.8774465,40.908713
254683288,-73.87627,40.9084205
42859467,-73.733984,40.721623
42890633,-73.73305,40.721832
103729244,-74.199505,40.770845
103657590,-74.196799,40.772923
42808217,-73.777416,40.683313
42906516,-73.775673,40.684742
1365356045,-73.7690985,40.9178728
254214033,-73.868479,40.919513
103134704,-74.1147191,40.9125453
103213936,-74.1209777,40.9108977
254214032,-73.869229,40.918972
254550933,-73.857458,40.907981
254780170,-73.856571,40.907756
103874223,-74.044105,40.734048
103881776,-74.0442305,40.7333686
42762722,-73.8513541,40.8979751
42743931,-73.8506235,40.8989061
254203863,-73.7615742,40.938373
1389089155,-73.7614373,40.9371597
103137175,-73.970205,40.839644
105052201,-74.190099,40.941969
254214031,-73.869929,40.918447
103239262,-74.053828,40.949563
103118314,-74.05485,40.949839
42860917,-73.758327,40.719582
42845590,-73.757257,40.718139
42862844,-73.842027,40.692286
42785842,-73.841712,40.691643
42467222,-74.038832,40.628497
42467219,-74.038577,40.629113
42515995,-73.908982,40.67742
597748756,-73.908604,40.6761258
254214030,-73.870737,40.917854
766750285,-74.0261363,40.8506288
103143966,-74.0318279,40.8520692
1357365161,-73.7824801,40.90576
1357365092,-73.7833009,40.9066398
254213640,-73.800925,40.917898
254226138,-73.800306,40.918937
42860433,-73.7754,40.754882
254226122,-73.798453,40.918346
440205208,-73.975923,40.950412
440205202,-73.975883,40.95091
103239260,-74.055909,40.950125
254214021,-73.873541,40.915033
254213639,-73.800652,40.917057
254226121,-73.7981637,40.917508
103185382,-74.099022,40.827915
103215646,-74.099677,40.82829
42811117,-73.763592,40.604635
42816443,-73.766223,40.604029
42516940,-73.968703,40.597479
42498745,-73.967777,40.59758
105105445,-74.18816,40.889947
105035334,-74.188622,40.889344
42516874,-73.887676,40.649194
42500774,-73.884948,40.646802
42467215,-74.038352,40.629663
103132932,-74.094597,40.980661
103268703,-74.095016,40.978855
254213638,-73.8003492,40.916211
254226119,-73.797883,40.9166883
103185381,-74.097805,40.829137
103215644,-74.098475,40.829518
105398165,-74.1992242,40.675547
105398166,-74.200569,40.674793
2449886967,-73.8830894,40.8279154
42754988,-73.882951,40.828304
254217015,-73.83914,40.931346
254121410,-73.840372,40.930412
103725381,-74.18763,40.737632
103777112,-74.186409,40.739144
42467180,-73.887568,40.661689
42468379,-73.888385,40.661338
598228721,-74.0055281,40.6828441
42488516,-74.003979,40.682377
42516937,-73.96913,40.599733
42498742,-73.968201,40.599835
440215430,-73.990063,40.83715
103295496,-73.989039,40.83937
42811280,-73.785911,40.774867
42811277,-73.788491,40.774006
103237925,-74.005812,40.940169
103159551,-74.003301,40.940161
42811113,-73.763219,40.603415
42816441,-73.765748,40.602835
105054032,-74.139427,40.920779
105056151,-74.138503,40.920668
42467213,-74.038111,40.630259
440205201,-73.975793,40.95204
278609863,-74.0009263,40.7095955
278608718,-74.0002454,40.7090447
254671010,-73.899075,40.912943
254203218,-73.899375,40.914105
42516934,-73.969576,40.602122
42498739,-73.968656,40.602226
103779100,-74.17134,40.81528
103684542,-74.171874,40.815907
42466513,-73.99137,40.67755
42488921,-73.989914,40.67685
103184875,-74.017157,40.868371
103231156,-74.016937,40.869049
42488917,-73.993295,40.678479
42516365,-73.9333127,40.67519
42516366,-73.933383,40.674302
43007739,-74.113736,40.637429
43012389,-74.114995,40.637292
43012382,-74.112794,40.637531
105100732,-74.181355,40.968359
105181211,-74.179404,40.967864
42811109,-73.763001,40.602691
42816437,-73.7654192,40.6020172
103136651,-74.137259,40.798195
103153186,-74.134208,40.796766
254214020,-73.873927,40.914398
103186449,-73.976735,40.844882
103182292,-73.97623,40.845452
440205198,-73.976403,40.945396
440205195,-73.976177,40.947589
42807226,-73.784896,40.592046
1701260023,-73.7841339,40.5922042
105054027,-74.139101,40.922352
105056148,-74.138155,40.922306
103874089,-74.049857,40.735364
103885513,-74.050332,40.73462
42516362,-73.933226,40.675969
103775823,-74.198368,40.766045
103786021,-74.199247,40.76636
42467172,-73.888985,40.663916
42468377,-73.889785,40.663295
254806078,-73.850903,41.000607
42468375,-73.889907,40.663778
42516930,-73.970021,40.604444
42498737,-73.969094,40.604551
254822720,-73.732033,41.000039
254218639,-73.733163,40.999199
42811106,-73.7625793,40.6013428
42816423,-73.764446,40.600435
42860424,-73.779303,40.753822
42860420,-73.780532,40.753329
42467208,-73.894593,40.683232
42467207,-73.895342,40.683583
42808816,-73.8276869,40.7039267
42887400,-73.827066,40.702515
105052199,-74.188634,40.941868
254114172,-73.874893,40.911687
254163468,-73.873257,40.91143
103186445,-73.97481,40.84383
103182288,-73.974273,40.844404
42762616,-73.863387,40.869641
42746704,-73.864326,40.869656
43009790,-74.163048,40.547376
42948621,-74.162418,40.547334
42959081,-74.138667,40.58902
42947737,-74.1304,40.582759
254822717,-73.735228,40.998005
254671454,-73.8351592,40.9417966
254189196,-73.8346442,40.9415781
42811104,-73.762094,40.600567
42816418,-73.763868,40.599727
42516358,-73.933153,40.676745
471241911,-73.9205197,40.8053055
42724759,-73.9210279,40.8055148
103186444,-73.973178,40.842977
103182286,-73.972821,40.843627
42467168,-73.889381,40.665453
42468373,-73.890299,40.665312
42910244,-73.864241,40.742456
42888768,-73.865137,40.742246
103136736,-74.022165,40.937343
103150342,-74.020053,40.937343
1934649463,-74.0656321,40.6024424
359877910,-74.0655876,40.6023555
42861300,-73.8445177,40.7743488
42833155,-73.8445861,40.7730621
42467167,-73.88977,40.66699
42468372,-73.890694,40.666852
42516925,-73.970896,40.60905
42498733,-73.96997,40.60915
42958470,-74.143629,40.613833
42966604,-74.143928,40.611637
42935922,-73.858351,40.684761
2812430116,-73.859016,40.6851698
42516172,-73.957534,40.682421
42522063,-73.955966,40.682599
103136735,-74.022034,40.938072
103150340,-74.020046,40.93807
103726685,-74.184126,40.77781
103736238,-74.183367,40.777345
105054019,-74.141305,40.911787
105056160,-74.140367,40.911676
42809909,-73.773717,40.672145
42853348,-73.774496,40.671828
254803836,-73.881514,40.987991
254803819,-73.881759,40.988301
42466343,-73.9861066,40.5822747
42493846,-73.986001,40.5818708
42493841,-73.986354,40.583092
103136733,-74.021897,40.938797
103150339,-74.020039,40.9388
254754683,-73.7957246,40.9078789
254754682,-73.7948282,40.9080373
103726683,-74.184975,40.77702
103736237,-74.184324,40.776438
42809410,-73.759997,40.721759
42868785,-73.759441,40.721063
254758210,-73.824671,40.960404
254645337,-73.823886,40.96006
103236526,-73.972598,40.841745
103202464,-73.974341,40.84098
42807886,-73.779082,40.697564
42916022,-73.7799135,40.6972487
42860724,-73.85619,40.689759
42850906,-73.857058,40.689574
103202447,-73.971915,40.843573
254721772,-73.717273,40.960719
254202023,-73.716272,40.961702
42958638,-74.146465,40.606854
42961276,-74.146554,40.606164
254213389,-73.871552,40.918479
105155612,-74.137709,40.843888
105052419,-74.138361,40.843112
261390897,-73.720962,40.840155
261368498,-73.7231704,40.838529
103136731,-74.021756,40.939539
103150337,-74.020032,40.939527
103186490,-73.963444,40.957193
103180661,-73.961922,40.957199
42467162,-73.890558,40.67006
42468368,-73.891481,40.669926
440215412,-73.988368,40.838989
103185085,-73.995262,40.833126
103224179,-73.997576,40.834435
42811481,-73.770144,40.77995
42804481,-73.76935,40.778875
105060561,-74.12441,40.846754
2780818809,-74.123383,40.847905
105105864,-74.173672,40.966307
105021659,-74.174651,40.966208
103874216,-74.030444,40.757732
103881170,-74.030813,40.756612
42516918,-73.9718807,40.6142644
42498729,-73.9709546,40.6143671
42811261,-73.772921,40.705398
42811260,-73.773468,40.707267
103136728,-74.021575,40.940287
103150335,-74.020026,40.94024
42810386,-73.8617281,40.5758048
42838382,-73.8608907,40.5760925
103088516,-73.8814712,40.8379839
103072041,-73.8856113,40.8402734
42762606,-73.86355,40.864655
42746694,-73.864509,40.863947
42467159,-73.891217,40.672581
42468366,-73.892124,40.672449
103725966,-74.183922,40.809444
103758282,-74.183575,40.80986
42958716,-74.15881,40.538807
42958710,-74.158542,40.538452
1354984541,-73.7927364,40.9014859
254136319,-73.7937091,40.901062
42910891,-73.829456,40.7373823
42868382,-73.82847,40.737436
42467157,-73.891544,40.673851
42468365,-73.892447,40.673715
103135400,-73.966572,40.846063
1363509109,-73.783411,40.9231498
42516346,-73.9157922,40.6101182
42516338,-73.9149969,40.6108913
103133880,-74.00215,40.85182
103136725,-74.020535,40.941979
103150318,-74.019668,40.941968
659640757,-74.1530314,40.7006746
103746190,-74.1551477,40.696575
42516913,-73.972337,40.616654
42498725,-73.971412,40.616757
42467155,-73.89186,40.675091
42468359,-73.892766,40.674956
42859295,-73.850055,40.661175
42894920,-73.849095,40.661315
254214698,-73.793661,40.979971
254192422,-73.793204,40.980636
103868835,-74.039916,40.728654
60007644,-74.0396869,40.7300068
42860408,-73.785171,40.752625
42860402,-73.7861,40.752532
103137712,-74.048527,40.910985
103119667,-74.049438,40.910089
42910888,-73.829226,40.740063
42868376,-73.828222,40.739969
103187174,-74.057744,40.887986
103159198,-74.056363,40.887158
42894872,-73.8509686,40.6610328
103187173,-74.055274,40.886516
42858358,-73.73113,40.652192
42923903,-73.731195,40.650787
42848381,-73.773513,40.668755
1012642442,-73.7722254,40.6688491
42861947,-73.811166,40.788528
42812631,-73.8099196,40.7890512
103137710,-74.050305,40.909237
103235739,-73.980231,40.829044
103226492,-73.980552,40.828418
42958694,-74.156481,40.536567
105053951,-74.151456,40.884665
105057844,-74.150582,40.884839
254214696,-73.796119,40.980841
254192396,-73.79571,40.981523
1363509125,-73.7965091,40.9199192
254148651,-73.894011,40.939376
254666926,-73.894883,40.939446
254570477,-73.781312,40.9172446
254173204,-73.7810282,40.9173341
261439339,-73.702311,40.640487
261439298,-73.702658,40.641126
103239128,-74.074875,40.860873
103121396,-74.073406,40.860052
254670118,-73.899866,40.92383
254230023,-73.900205,40.926988
261388773,-73.740898,40.801874
261433948,-73.739809,40.802523
103186296,-74.095075,40.83623
103186295,-74.094368,40.835816
42763045,-73.832074,40.850644
42732782,-73.832974,40.8507
42516533,-73.963127,40.693733
42510338,-73.962211,40.69386
105497278,-74.192097,40.660235
105470398,-74.1903151,40.658324
42467150,-73.893019,40.679607
42468342,-73.893928,40.679477
254162830,-73.8745053,40.9124946
42762578,-73.847013,40.843181
42747242,-73.846426,40.842384
103235447,-74.070047,40.938445
103235445,-74.069071,40.938166
103674850,-74.1897717,40.8026898
103769714,-74.1896161,40.8033456
42517216,-73.96936,40.636506
42489139,-73.968039,40.636651
42810375,-73.8598088,40.5723051
42838378,-73.8589387,40.5725946
42811250,-73.7641801,40.6585256
42811248,-73.763839,40.659732
455575504,-73.7632597,40.6670448
1397128766,-73.7668706,40.6672121
254245977,-73.775814,40.943137
254795417,-73.774508,40.943333
254212624,-73.882026,40.935778
254256492,-73.882179,40.935367
2553758508,-73.7791502,40.738547
42912355,-73.778792,40.737774
103186474,-73.960705,40.957052
42811241,-73.763418,40.660392
42761583,-73.839053,40.868545
42777988,-73.839902,40.8703
103874311,-74.125699,40.650726
103877761,-74.125691,40.650012
42811169,-73.761311,40.66483
42813660,-73.7600865,40.664521
42813656,-73.76217,40.665041
254253596,-73.832701,40.927046
254559134,-73.832075,40.926883
42862775,-73.910239,40.734339
42786722,-73.9117789,40.7299373
103874418,-74.042926,40.747802
103874420,-74.043784,40.748124
103874305,-74.0375036,40.7528536
103877895,-74.0372515,40.7532227
103877893,-74.037981,40.7521662
42517211,-73.970267,40.641283
42489130,-73.969399,40.641383
1357365119,-73.7855121,40.902058
42762242,-73.852788,40.895563
42757477,-73.85396,40.895936
103131701,-74.122091,40.8833464
103305653,-74.122539,40.8843359
103676956,-74.187144,40.831223
103704235,-74.1848029,40.8332936
1064257394,-73.8753138,40.7629172
42879004,-73.8763348,40.7632519
1357365085,-73.7859131,40.903077
103874093,-74.053216,40.73708
103884436,-74.053798,40.736447
42467143,-73.893185,40.680161
103874416,-74.042074,40.747482
42465438,-74.005074,40.650147
42521178,-74.0072362,40.651461
42516898,-73.97551,40.633386
42498771,-73.974583,40.633488
276299179,-73.9046305,40.7413501
276314230,-73.9025622,40.7410854
103661329,-74.125045,40.739463
1051052154,-74.1231361,40.7362098
42466982,-73.9347156,40.6812878
42473297,-73.9317853,40.6816296
103236487,-74.087229,40.882354
103202939,-74.0851771,40.8828394
42762586,-73.862055,40.844502
42746718,-73.862929,40.844321
42808555,-73.806196,40.778716
42894541,-73.806263,40.778234
42517208,-73.970717,40.643677
42489119,-73.970089,40.643746
254113827,-73.747957,40.963317
254173228,-73.746366,40.965902
105051166,-74.176377,40.85742
105143783,-74.1773308,40.857255
42811238,-73.762653,40.661634
43009502,-74.116779,40.555137
42956597,-74.116605,40.555481
103137133,-73.9733867,40.8270976
103137132,-73.9740122,40.8260002
42857947,-73.715638,40.735762
42936199,-73.714739,40.735954
42516895,-73.975962,40.635779
42498769,-73.975034,40.635879
42762584,-73.8617978,40.8438072
42746717,-73.8625818,40.8434676
103233676,-74.05327,40.925799
103290007,-74.051456,40.925432
42517021,-73.975848,40.693361
42494845,-73.977827,40.693438
42465434,-74.003908,40.651266
42521168,-74.0060713,40.6525813
274285474,-73.7859011,40.7840864
492879540,-73.7901229,40.7878542
105152658,-74.172436,40.891798
105143198,-74.171192,40.891454
42862108,-73.7569425,40.598799
42807173,-73.759045,40.598602
42808552,-73.807935,40.778367
42466978,-73.9350092,40.682762
42473293,-73.9320788,40.6830993
103239156,-74.031958,40.989823
103120083,-74.032819,40.991292
103120080,-74.030929,40.988617
42464945,-73.962611,40.682587
42536300,-73.963072,40.68478
42809660,-73.8714928,40.7291755
42860161,-73.8710304,40.7283585
42860869,-73.858737,40.689041
42845545,-73.858501,40.688375
42957735,-74.090384,40.588468
42988422,-74.091118,40.587634
42466977,-73.9351552,40.6834953
42473289,-73.9322254,40.6838328
42811235,-73.761952,40.662866
42958688,-74.155322,40.535928
42988415,-74.089879,40.589038
42516672,-73.911664,40.682446
42505581,-73.910067,40.682684
103176726,-74.09687,40.919801
440075174,-74.097453,40.920829
105498556,-74.1930831,40.6866032
